holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume,year,month,hour,day_of_week,day_name,is_weekend,hour_sin,hour_cos,dow_sin,dow_cos,temp_celsius,is_holiday,has_precipitation,is_low_visibility,is_severe_weather,temp_zscore,clouds_zscore,traffic_category,congestion_category,weather_Clear,weather_Clouds,weather_Drizzle,weather_Fog,weather_Haze,weather_Mist,weather_Rain,weather_Smoke,weather_Snow,weather_Squall,weather_Thunderstorm
None,290.97,0.0,0.0,20,Clouds,few clouds,2012-10-02 19:00:00,3539,2012,10,19,1,Tuesday,0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,17.82000000000005,0,0,0,0,0.7639281125485826,-0.7526745056325055,Low,High,0,1,0,0,0,0,0,0,0,0,0
None,289.38,0.0,0.0,1,Clear,sky is clear,2012-10-02 20:00:00,2784,2012,10,20,1,Tuesday,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,16.230000000000018,0,0,0,0,0.6388316352441422,-1.2396690857273567,Low,Medium,1,0,0,0,0,0,0,0,0,0,0
None,288.61,0.0,0.0,1,Clear,sky is clear,2012-10-02 21:00:00,2361,2012,10,21,1,Tuesday,0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,15.460000000000036,0,0,0,0,0.5782503223357051,-1.2396690857273567,Low,Medium,1,0,0,0,0,0,0,0,0,0,0
None,287.16,0.0,0.0,1,Clear,sky is clear,2012-10-02 22:00:00,1529,2012,10,22,1,Tuesday,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,14.010000000000048,0,0,0,0,0.46416862919643864,-1.2396690857273567,Low,Medium,1,0,0,0,0,0,0,0,0,0,0
None,285.45,0.0,0.0,1,Clear,sky is clear,2012-10-02 23:00:00,963,2012,10,23,1,Tuesday,0,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,12.300000000000011,0,0,0,0,0.32963090832185155,-1.2396690857273567,Low,Low,1,0,0,0,0,0,0,0,0,0,0
None,284.63,0.0,0.0,1,Clear,sky is clear,2012-10-03 00:00:00,506,2012,10,0,2,Wednesday,0,0.0,1.0,0.9749279121818236,-0.22252093395631434,11.480000000000018,0,0,0,0,0.2651157439258526,-1.2396690857273567,Low,Low,1,0,0,0,0,0,0,0,0,0,0
None,283.47,0.0,0.0,1,Clear,sky is clear,2012-10-03 01:00:00,321,2012,10,1,2,Wednesday,0,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,10.32000000000005,0,0,0,0,0.17385038941444123,-1.2396690857273567,Low,Low,1,0,0,0,0,0,0,0,0,0,0
None,281.18,0.0,0.0,1,Clear,sky is clear,2012-10-03 02:00:00,273,2012,10,2,2,Wednesday,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,8.03000000000003,0,0,0,0,-0.006320008715851568,-1.2396690857273567,Low,Low,1,0,0,0,0,0,0,0,0,0,0
None,281.09,0.0,0.0,1,Clear,sky is clear,2012-10-03 03:00:00,367,2012,10,3,2,Wednesday,0,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434,7.939999999999998,0,0,0,0,-0.01340094139346377,-1.2396690857273567,Low,Low,1,0,0,0,0,0,0,0,0,0,0
None,279.53,0.0,0.0,1,Clear,sky is clear,2012-10-03 04:00:00,814,2012,10,4,2,Wednesday,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,6.3799999999999955,0,0,0,0,-0.13613710780536536,-1.2396690857273567,Low,Low,1,0,0,0,0,0,0,0,0,0,0
None,278.62,0.0,0.0,1,Clear,sky is clear,2012-10-03 05:00:00,2718,2012,10,5,2,Wednesday,0,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,5.470000000000027,0,0,0,0,-0.207733204878972,-1.2396690857273567,Low,Medium,1,0,0,0,0,0,0,0,0,0,0
None,278.23,0.0,0.0,1,Clear,sky is clear,2012-10-03 06:00:00,5673,2012,10,6,2,Wednesday,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,5.080000000000041,0,0,0,0,-0.23841724648194632,-1.2396690857273567,High,Severe,1,0,0,0,0,0,0,0,0,0,0
None,278.12,0.0,0.0,1,Clear,sky is clear,2012-10-03 08:00:00,6511,2012,10,8,2,Wednesday,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,4.970000000000027,0,0,0,0,-0.24707171975458145,-1.2396690857273567,High,Severe,1,0,0,0,0,0,0,0,0,0,0
None,282.48,0.0,0.0,1,Clear,sky is clear,2012-10-03 09:00:00,5471,2012,10,9,2,Wednesday,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,9.330000000000041,0,0,0,0,0.09596012996073384,-1.2396690857273567,Medium,Severe,1,0,0,0,0,0,0,0,0,0,0
None,291.97,0.0,0.0,1,Clear,sky is clear,2012-10-03 12:00:00,5097,2012,10,12,2,Wednesday,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,18.82000000000005,0,0,0,0,0.8426051422998015,-1.2396690857273567,Medium,Severe,1,0,0,0,0,0,0,0,0,0,0
None,293.23,0.0,0.0,1,Clear,sky is clear,2012-10-03 13:00:00,4887,2012,10,13,2,Wednesday,0,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,20.08000000000004,0,0,0,0,0.9417381997863365,-1.2396690857273567,Medium,High,1,0,0,0,0,0,0,0,0,0,0
None,294.31,0.0,0.0,1,Clear,sky is clear,2012-10-03 14:00:00,5337,2012,10,14,2,Wednesday,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,21.160000000000025,0,0,0,0,1.0267093919176518,-1.2396690857273567,Medium,Severe,1,0,0,0,0,0,0,0,0,0,0
None,295.17,0.0,0.0,1,Clear,sky is clear,2012-10-03 15:00:00,5692,2012,10,15,2,Wednesday,0,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,22.02000000000004,0,0,0,0,1.094371637503701,-1.2396690857273567,High,Severe,1,0,0,0,0,0,0,0,0,0,0
None,295.13,0.0,0.0,1,Clear,sky is clear,2012-10-03 16:00:00,6137,2012,10,16,2,Wednesday,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,21.980000000000018,0,0,0,0,1.0912245563136507,-1.2396690857273567,High,Severe,1,0,0,0,0,0,0,0,0,0,0
None,293.66,0.0,0.0,20,Clouds,few clouds,2012-10-03 18:00:00,4623,2012,10,18,2,Wednesday,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,20.510000000000048,0,0,0,0,0.9755693225793612,-0.7526745056325055,Medium,High,0,1,0,0,0,0,0,0,0,0,0
None,290.65,0.0,0.0,20,Clouds,few clouds,2012-10-03 19:00:00,3591,2012,10,19,2,Wednesday,0,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,17.5,0,0,0,0,0.7387514630281887,-0.7526745056325055,Low,High,0,1,0,0,0,0,0,0,0,0,0
None,288.19,0.0,0.0,20,Clouds,few clouds,2012-10-03 20:00:00,2898,2012,10,20,2,Wednesday,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,15.04000000000002,0,0,0,0,0.5452059698401919,-0.7526745056325055,Low,Medium,0,1,0,0,0,0,0,0,0,0,0
None,287.1,0.0,0.0,1,Clear,sky is clear,2012-10-03 21:00:00,2637,2012,10,21,2,Wednesday,0,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,13.950000000000045,0,0,0,0,0.4594480074113653,-1.2396690857273567,Low,Medium,1,0,0,0,0,0,0,0,0,0,0
None,286.25,0.0,0.0,1,Clear,sky is clear,2012-10-03 22:00:00,1777,2012,10,22,2,Wednesday,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,13.100000000000023,0,0,0,0,0.3925725321228275,-1.2396690857273567,Low,Medium,1,0,0,0,0,0,0,0,0,0,0
None,285.26,0.0,0.0,1,Clear,sky is clear,2012-10-03 23:00:00,1015,2012,10,23,2,Wednesday,0,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,12.110000000000014,0,0,0,0,0.31468227266912013,-1.2396690857273567,Low,Low,1,0,0,0,0,0,0,0,0,0,0
None,284.55,0.0,0.0,1,Clear,sky is clear,2012-10-04 00:00:00,598,2012,10,0,3,Thursday,0,0.0,1.0,0.43388373911755823,-0.900968867902419,11.400000000000034,0,0,0,0,0.25882158154575635,-1.2396690857273567,Low,Low,1,0,0,0,0,0,0,0,0,0,0
None,283.47,0.0,0.0,1,Clear,sky is clear,2012-10-04 01:00:00,369,2012,10,1,3,Thursday,0,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,10.32000000000005,0,0,0,0,0.17385038941444123,-1.2396690857273567,Low,Low,1,0,0,0,0,0,0,0,0,0,0
None,283.17,0.0,0.0,1,Clear,sky is clear,2012-10-04 02:00:00,312,2012,10,2,3,Thursday,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,10.020000000000039,0,0,0,0,0.15024728048907468,-1.2396690857273567,Low,Low,1,0,0,0,0,0,0,0,0,0,0
None,282.04,0.0,0.0,1,Clear,sky is clear,2012-10-04 03:00:00,367,2012,10,3,3,Thursday,0,0.7071067811865475,0.7071067811865476,0.43388373911755823,-0.900968867902419,8.890000000000043,0,0,0,0,0.06134223687019772,-1.2396690857273567,Low,Low,1,0,0,0,0,0,0,0,0,0,0
None,281.69,0.0,0.0,1,Clear,sky is clear,2012-10-04 04:00:00,835,2012,10,4,3,Thursday,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,8.54000000000002,0,0,0,0,0.033805276457269336,-1.2396690857273567,Low,Low,1,0,0,0,0,0,0,0,0,0,0
None,281.32,0.0,0.0,1,Clear,sky is clear,2012-10-04 05:00:00,2726,2012,10,5,3,Thursday,0,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,8.170000000000016,0,0,0,0,0.004694775449317999,-1.2396690857273567,Low,Medium,1,0,0,0,0,0,0,0,0,0,0
None,280.74,0.0,0.0,1,Clear,sky is clear,2012-10-04 06:00:00,5689,2012,10,6,3,Thursday,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,7.590000000000032,0,0,0,0,-0.040937901806387685,-1.2396690857273567,High,Severe,1,0,0,0,0,0,0,0,0,0,0
None,280.57,0.0,0.0,1,Clear,sky is clear,2012-10-04 07:00:00,6990,2012,10,7,3,Thursday,0,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,7.420000000000016,0,0,0,0,-0.054312996864096144,-1.2396690857273567,High,Severe,1,0,0,0,0,0,0,0,0,0,0
None,281.86,0.0,0.0,1,Clear,sky is clear,2012-10-04 08:00:00,5985,2012,10,8,3,Thursday,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,8.710000000000036,0,0,0,0,0.04718037151497779,-1.2396690857273567,High,Severe,1,0,0,0,0,0,0,0,0,0,0
None,284.98,0.0,0.0,1,Clear,sky is clear,2012-10-04 09:00:00,5309,2012,10,9,3,Thursday,0,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,11.830000000000041,0,0,0,0,0.292652704338781,-1.2396690857273567,Medium,Severe,1,0,0,0,0,0,0,0,0,0,0
None,289.18,0.0,0.0,1,Clear,sky is clear,2012-10-04 10:00:00,4603,2012,10,10,3,Thursday,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,16.03000000000003,0,0,0,0,0.6230962292938993,-1.2396690857273567,Medium,High,1,0,0,0,0,0,0,0,0,0,0
None,291.55,0.0,0.0,1,Clear,sky is clear,2012-10-04 11:00:00,4884,2012,10,11,3,Thursday,0,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,18.400000000000034,0,0,0,0,0.8095607898042884,-1.2396690857273567,Medium,High,1,0,0,0,0,0,0,0,0,0,0
None,294.97,0.0,0.0,1,Clear,sky is clear,2012-10-04 12:00:00,5104,2012,10,12,3,Thursday,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,21.82000000000005,0,0,0,0,1.0786362315534581,-1.2396690857273567,Medium,Severe,1,0,0,0,0,0,0,0,0,0,0
None,296.38,0.0,0.0,1,Clear,sky is clear,2012-10-04 13:00:00,5178,2012,10,13,3,Thursday,0,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,23.230000000000018,0,0,0,0,1.1895708435026742,-1.2396690857273567,Medium,Severe,1,0,0,0,0,0,0,0,0,0,0
None,297.32,0.0,0.0,1,Clear,sky is clear,2012-10-04 14:00:00,5501,2012,10,14,3,Thursday,0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,24.170000000000016,0,0,0,0,1.2635272514688196,-1.2396690857273567,High,Severe,1,0,0,0,0,0,0,0,0,0,0
None,298.17,0.0,0.0,1,Clear,sky is clear,2012-10-04 15:00:00,5713,2012,10,15,3,Thursday,0,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,25.02000000000004,0,0,0,0,1.3304027267573575,-1.2396690857273567,High,Severe,1,0,0,0,0,0,0,0,0,0,0
None,298.06,0.0,0.0,20,Clouds,few clouds,2012-10-04 16:00:00,6292,2012,10,16,3,Thursday,0,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,24.910000000000025,0,0,0,0,1.3217482534847225,-0.7526745056325055,High,Severe,0,1,0,0,0,0,0,0,0,0,0
None,297.67,0.0,0.0,20,Clouds,few clouds,2012-10-04 17:00:00,6057,2012,10,17,3,Thursday,0,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,24.52000000000004,0,0,0,0,1.2910642118817481,-0.7526745056325055,High,Severe,0,1,0,0,0,0,0,0,0,0,0
None,296.36,0.0,0.0,40,Clouds,scattered clouds,2012-10-04 18:00:00,4907,2012,10,18,3,Thursday,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,23.210000000000036,0,0,0,0,1.1879973029076512,-0.2400486318484518,Medium,High,0,1,0,0,0,0,0,0,0,0,0
None,293.85,0.0,0.0,40,Clouds,scattered clouds,2012-10-04 19:00:00,3503,2012,10,19,3,Thursday,0,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,20.700000000000045,0,0,0,0,0.9905179582320927,-0.2400486318484518,Low,High,0,1,0,0,0,0,0,0,0,0,0
None,292.43,0.0,0.0,40,Clouds,scattered clouds,2012-10-04 20:00:00,3037,2012,10,20,3,Thursday,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,19.28000000000003,0,0,0,0,0.8787965759853605,-0.2400486318484518,Low,Medium,0,1,0,0,0,0,0,0,0,0,0
None,291.77,0.0,0.0,75,Clouds,broken clouds,2012-10-04 21:00:00,2822,2012,10,21,3,Thursday,0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,18.620000000000005,0,0,0,0,0.8268697363495542,0.6570466472736423,Low,Medium,0,1,0,0,0,0,0,0,0,0,0
None,291.36,0.0,0.0,75,Clouds,broken clouds,2012-10-04 22:00:00,1992,2012,10,22,3,Thursday,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,18.210000000000036,0,0,0,0,0.794612154151557,0.6570466472736423,Low,Medium,0,1,0,0,0,0,0,0,0,0,0
None,291.12,0.0,0.0,75,Clouds,broken clouds,2012-10-04 23:00:00,1166,2012,10,23,3,Thursday,0,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,17.970000000000027,0,0,0,0,0.7757296670112637,0.6570466472736423,Low,Low,0,1,0,0,0,0,0,0,0,0,0
None,290.63,0.0,0.0,75,Clouds,broken clouds,2012-10-05 00:00:00,627,2012,10,0,4,Friday,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,17.480000000000018,0,0,0,0,0.7371779224331657,0.6570466472736423,Low,Low,0,1,0,0,0,0,0,0,0,0,0
None,290.46,0.0,0.0,40,Clouds,scattered clouds,2012-10-05 01:00:00,388,2012,10,1,4,Friday,0,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,17.310000000000002,0,0,0,0,0.7238028273754573,-0.2400486318484518,Low,Low,0,1,0,0,0,0,0,0,0,0,0
None,289.26,0.0,0.0,0,Clear,sky is clear,2012-10-05 03:00:00,368,2012,10,3,4,Friday,0,0.7071067811865475,0.7071067811865476,-0.433883739117558,-0.9009688679024191,16.110000000000014,0,0,0,0,0.6293903916739956,-1.2653003794165594,Low,Low,1,0,0,0,0,0,0,0,0,0,0
None,283.21,0.0,0.0,75,Clouds,broken clouds,2012-10-05 05:00:00,2489,2012,10,5,4,Friday,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,10.060000000000002,0,0,0,0,0.15339436167912057,0.6570466472736423,Low,Medium,0,1,0,0,0,0,0,0,0,0,0
None,282.24,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 06:00:00,5537,2012,10,6,4,Friday,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,9.090000000000032,0,0,0,0,0.07707764282044059,1.0415160526116827,High,Severe,0,1,0,0,0,0,0,0,0,0,0
None,281.69,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 07:00:00,6628,2012,10,7,4,Friday,0,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,8.54000000000002,0,0,0,0,0.033805276457269336,1.0415160526116827,High,Severe,0,1,0,0,0,0,0,0,0,0,0
None,280.57,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 08:00:00,5534,2012,10,8,4,Friday,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,7.420000000000016,0,0,0,0,-0.054312996864096144,1.0415160526116827,High,Severe,0,1,0,0,0,0,0,0,0,0,0
None,280.02,0.0,0.0,75,Clouds,broken clouds,2012-10-05 09:00:00,5403,2012,10,9,4,Friday,0,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,6.8700000000000045,0,0,0,0,-0.09758536322726741,0.6570466472736423,Medium,Severe,0,1,0,0,0,0,0,0,0,0,0
None,280.11,0.0,0.0,75,Clouds,broken clouds,2012-10-05 10:00:00,4770,2012,10,10,4,Friday,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,6.960000000000036,0,0,0,0,-0.09050443054965521,0.6570466472736423,Medium,High,0,1,0,0,0,0,0,0,0,0,0
None,280.0,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 11:00:00,5217,2012,10,11,4,Friday,0,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,6.850000000000023,0,0,0,0,-0.09915890382229035,1.0415160526116827,Medium,Severe,0,1,0,0,0,0,0,0,0,0,0
None,280.53,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 12:00:00,5870,2012,10,12,4,Friday,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,7.3799999999999955,0,0,0,0,-0.05746007805414651,1.0415160526116827,High,Severe,0,1,0,0,0,0,0,0,0,0,0
None,281.43,0.0,0.0,75,Clouds,broken clouds,2012-10-05 13:00:00,5967,2012,10,13,4,Friday,0,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,8.28000000000003,0,0,0,0,0.013349248721953146,0.6570466472736423,High,Severe,0,1,0,0,0,0,0,0,0,0,0
None,281.78,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 14:00:00,6108,2012,10,14,4,Friday,0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,8.629999999999995,0,0,0,0,0.04088620913487706,1.0415160526116827,High,Severe,0,1,0,0,0,0,0,0,0,0,0
None,281.91,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 15:00:00,6128,2012,10,15,4,Friday,0,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,8.760000000000048,0,0,0,0,0.05111422300253963,1.0415160526116827,High,Severe,0,1,0,0,0,0,0,0,0,0,0
None,281.73,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 16:00:00,6069,2012,10,16,4,Friday,0,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,8.580000000000041,0,0,0,0,0.036952357647319696,1.0415160526116827,High,Severe,0,1,0,0,0,0,0,0,0,0,0
None,281.42,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 17:00:00,6169,2012,10,17,4,Friday,0,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,8.270000000000039,0,0,0,0,0.012562478424441673,1.0415160526116827,High,Severe,0,1,0,0,0,0,0,0,0,0,0
None,280.87,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 18:00:00,5384,2012,10,18,4,Friday,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,7.720000000000027,0,0,0,0,-0.030709887938729592,1.0415160526116827,Medium,Severe,0,1,0,0,0,0,0,0,0,0,0
None,280.15,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 19:00:00,4063,2012,10,19,4,Friday,0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,7.0,0,0,0,0,-0.08735734935960932,1.0415160526116827,Low,High,0,1,0,0,0,0,0,0,0,0,0
None,279.78,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 20:00:00,3364,2012,10,20,4,Friday,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,6.6299999999999955,0,0,0,0,-0.11646785036756065,1.0415160526116827,Low,Medium,0,1,0,0,0,0,0,0,0,0,0
None,279.65,0.0,0.0,75,Clouds,broken clouds,2012-10-05 21:00:00,2971,2012,10,21,4,Friday,0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,6.5,0,0,0,0,-0.12669586423521875,0.6570466472736423,Low,Medium,0,1,0,0,0,0,0,0,0,0,0
None,279.22,0.0,0.0,40,Clouds,scattered clouds,2012-10-05 22:00:00,2450,2012,10,22,4,Friday,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,6.07000000000005,0,0,0,0,-0.16052698702823892,-0.2400486318484518,Low,Medium,0,1,0,0,0,0,0,0,0,0,0
None,279.06,0.0,0.0,40,Clouds,scattered clouds,2012-10-05 23:00:00,1832,2012,10,23,4,Friday,0,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,5.910000000000025,0,0,0,0,-0.1731153117884359,-0.2400486318484518,Low,Medium,0,1,0,0,0,0,0,0,0,0,0
None,278.81,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 00:00:00,1231,2012,10,0,5,Saturday,1,0.0,1.0,-0.9749279121818236,-0.2225209339563146,5.660000000000025,0,0,0,0,-0.19278456922624063,1.0415160526116827,Low,Medium,0,1,0,0,0,0,0,0,0,0,0
None,278.55,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 01:00:00,718,2012,10,1,5,Saturday,1,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,5.400000000000034,0,0,0,0,-0.2132405969615568,1.0415160526116827,Low,Low,0,1,0,0,0,0,0,0,0,0,0
None,278.59,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 02:00:00,545,2012,10,2,5,Saturday,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,5.439999999999998,0,0,0,0,-0.21009351577151092,1.0415160526116827,Low,Low,0,1,0,0,0,0,0,0,0,0,0
None,276.99,0.0,0.0,75,Clouds,broken clouds,2012-10-06 04:00:00,411,2012,10,4,5,Saturday,1,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,3.840000000000032,0,0,0,0,-0.3359767633734584,0.6570466472736423,Low,Low,0,1,0,0,0,0,0,0,0,0,0
